IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
154122564,INDECENT EXPOSURE,SEE CATEGORY,Friday,07/22/2011,13:48,UNKNOWN,RED BARON,UNKNOWN,-122.46107396425614,37.7903300274613,"(-122.46107396425614, 37.7903300274613)",154122564355219
195794748,INDECENT EXPOSURE,SEE CATEGORY,Friday,07/22/2011,14:05,UNKNOWN,RED BARON,UNKNOWN,-122.42796384683915,37.7966093673775,"(-122.42796384683915, 37.7966093673775)",195794748355219
173111917,INDECENT EXPOSURE,SEE CATEGORY,Friday,07/22/2011,15:51,UNKNOWN,RED BARON,UNKNOWN,-122.40215859456649,37.767074703426545,"(-122.40215859456649, 37.767074703426545)",173111917355219
132823792,INDECENT EXPOSURE,SEE CATEGORY,Friday,07/22/2011,16:47,UNKNOWN,RED BARON,UNKNOWN,-122.4014977594922,37.78615759334195,"(-122.4014977594922, 37.78615759334195)",132823792355219
140342515,INDECENT EXPOSURE,SEE CATEGORY,Saturday,07/23/2011,13:27,UNKNOWN,RED BARON,UNKNOWN,-122.50164647513536,37.78843243399989,"(-122.50164647513536, 37.78843243399989)",140342515355219
131160846,INDECENT EXPOSURE,SEE CATEGORY,Saturday,07/23/2011,15:55,UNKNOWN,RED BARON,UNKNOWN,-122.4444213531904,37.80571282896424,"(-122.4444213531904, 37.80571282896424)",131160846355219
103079323,INDECENT EXPOSURE,SEE CATEGORY,Saturday,07/23/2011,22:00,UNKNOWN,NONE,UNKNOWN,-122.2406459161628,37.75110505885083,"(-122.2406459161628, 37.75110505885083)",103079323355219
162931912,INDECENT EXPOSURE,SEE CATEGORY,Sunday,07/24/2011,03:00,UNKNOWN,NONE,UNKNOWN,-122.17641435824754,37.788595653520325,"(-122.17641435824754, 37.788595653520325)",162931912355219
155850263,INDECENT EXPOSURE,SEE CATEGORY,Sunday,07/24/2011,15:34,UNKNOWN,RED BARON,UNKNOWN,-122.48950187484513,37.788979324508915,"(-122.48950187484513, 37.788979324508915)",155850263355219
195841746,INDECENT EXPOSURE,SEE CATEGORY,Sunday,07/24/2011,17:17,UNKNOWN,RED BARON,UNKNOWN,-122.4528804412033,37.76875839879691,"(-122.4528804412033, 37.76875839879691)",195841746355219
170997462,INDECENT EXPOSURE,SEE CATEGORY,Sunday,07/24/2011,19:20,UNKNOWN,RED BARON,UNKNOWN,-122.41326892627627,37.8141667832214,"(-122.41326892627627, 37.8141667832214)",170997462355219
100064701,INDECENT EXPOSURE,SEE CATEGORY,Monday,07/25/2011,04:04,UNKNOWN,RED BARON,UNKNOWN,-122.46186500349069,37.76861753634144,"(-122.46186500349069, 37.76861753634144)",100064701355219
116498307,INDECENT EXPOSURE,SEE CATEGORY,Monday,07/25/2011,04:45,UNKNOWN,RED BARON,UNKNOWN,-122.46275792717769,37.8159486201369,"(-122.46275792717769, 37.8159486201369)",116498307355219
119953706,INDECENT EXPOSURE,SEE CATEGORY,Monday,07/25/2011,05:50,UNKNOWN,RED BARON,UNKNOWN,-122.45282717329067,37.783818245045396,"(-122.45282717329067, 37.783818245045396)",119953706355219
138082270,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,07/26/2011,05:00,UNKNOWN,NONE,UNKNOWN,-122.3889621851168,37.655002891338974,"(-122.3889621851168, 37.655002891338974)",138082270355219
111910650,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,07/26/2011,06:54,UNKNOWN,RED BARON,UNKNOWN,-122.47429723913288,37.77729142519929,"(-122.47429723913288, 37.77729142519929)",111910650355219
196835556,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,07/26/2011,07:00,UNKNOWN,RED BARON,UNKNOWN,-122.45179483267401,37.773268959315,"(-122.45179483267401, 37.773268959315)",196835556355219
160838957,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,07/26/2011,08:16,UNKNOWN,RED BARON,UNKNOWN,-122.44036946435739,37.81949996473664,"(-122.44036946435739, 37.81949996473664)",160838957355219
102645045,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,07/26/2011,09:06,UNKNOWN,RED BARON,UNKNOWN,-122.39746112574002,37.8147528474508,"(-122.39746112574002, 37.8147528474508)",102645045355219
146980730,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,07/27/2011,03:00,UNKNOWN,NONE,UNKNOWN,-122.07677066763729,37.795594152530505,"(-122.07677066763729, 37.795594152530505)",146980730355219
125626889,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,07/27/2011,09:37,UNKNOWN,RED BARON,UNKNOWN,-122.44711122205929,37.78296118666208,"(-122.44711122205929, 37.78296118666208)",125626889355219
176510279,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,07/27/2011,10:39,UNKNOWN,RED BARON,UNKNOWN,-122.44969628206657,37.796404409425364,"(-122.44969628206657, 37.796404409425364)",176510279355219
110381182,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,07/27/2011,10:48,UNKNOWN,RED BARON,UNKNOWN,-122.43363914575357,37.77160458507232,"(-122.43363914575357, 37.77160458507232)",110381182355219
129963823,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,07/27/2011,12:05,UNKNOWN,RED BARON,UNKNOWN,-122.39839832594701,37.771461690311305,"(-122.39839832594701, 37.771461690311305)",129963823355219
164986491,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,07/27/2011,15:00,UNKNOWN,NONE,UNKNOWN,-122.00794523914261,37.74620502140649,"(-122.00794523914261, 37.74620502140649)",164986491355219
192436425,INDECENT EXPOSURE,SEE CATEGORY,Thursday,07/28/2011,09:02,UNKNOWN,RED BARON,UNKNOWN,-122.48753395259678,37.819073856707526,"(-122.48753395259678, 37.819073856707526)",192436425355219
181974149,INDECENT EXPOSURE,SEE CATEGORY,Thursday,07/28/2011,10:26,UNKNOWN,RED BARON,UNKNOWN,-122.46943009732765,37.77996325892158,"(-122.46943009732765, 37.77996325892158)",181974149355219
187228581,INDECENT EXPOSURE,SEE CATEGORY,Thursday,07/28/2011,17:00,UNKNOWN,NONE,UNKNOWN,-122.47091661997031,37.79859752963667,"(-122.47091661997031, 37.79859752963667)",187228581355219
124110653,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/01/2011,07:24,UNKNOWN,RED BARON,UNKNOWN,-122.41621062208829,37.76528825487037,"(-122.41621062208829, 37.76528825487037)",124110653355219
135390495,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/01/2011,09:00,UNKNOWN,NONE,UNKNOWN,-122.36598065598321,37.645433630329684,"(-122.36598065598321, 37.645433630329684)",135390495355219
114390457,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/02/2011,09:35,UNKNOWN,RED BARON,UNKNOWN,-122.40716089954898,37.76663212075001,"(-122.40716089954898, 37.76663212075001)",114390457355219
138463783,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/02/2011,10:00,UNKNOWN,NONE,UNKNOWN,-122.4104436373273,37.79288440772062,"(-122.4104436373273, 37.79288440772062)",138463783355219
197508221,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/03/2011,09:17,UNKNOWN,RED BARON,UNKNOWN,-122.4605648151786,37.774298703007794,"(-122.4605648151786, 37.774298703007794)",197508221355219
100148084,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/03/2011,16:00,UNKNOWN,NONE,UNKNOWN,-122.34628493325236,37.77968676845052,"(-122.34628493325236, 37.77968676845052)",100148084355219
197825805,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,02:00,UNKNOWN,NONE,UNKNOWN,-122.20200806852267,37.74940051870503,"(-122.20200806852267, 37.74940051870503)",197825805355219
129818736,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,02:00,UNKNOWN,NONE,UNKNOWN,-122.37456717621895,37.70020628540162,"(-122.37456717621895, 37.70020628540162)",129818736355219
172251816,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,08:30,UNKNOWN,RED BARON,UNKNOWN,-122.50516017673522,37.78151360735205,"(-122.50516017673522, 37.78151360735205)",172251816355219
171937728,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,11:33,UNKNOWN,RED BARON,UNKNOWN,-122.45723594527985,37.78771037883944,"(-122.45723594527985, 37.78771037883944)",171937728355219
156986308,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,13:00,UNKNOWN,NONE,UNKNOWN,-122.50016449317255,37.73711822390424,"(-122.50016449317255, 37.73711822390424)",156986308355219
170927614,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,13:14,UNKNOWN,RED BARON,UNKNOWN,-122.40167988977252,37.783964296516224,"(-122.40167988977252, 37.783964296516224)",170927614355219
104128056,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,13:51,UNKNOWN,RED BARON,UNKNOWN,-122.42792418442917,37.7714263090646,"(-122.42792418442917, 37.7714263090646)",104128056355219
144254503,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/04/2011,15:00,UNKNOWN,NONE,UNKNOWN,-122.40837972424414,37.636596974988926,"(-122.40837972424414, 37.636596974988926)",144254503355219
113364581,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,11:31,UNKNOWN,RED BARON,UNKNOWN,-122.49285093045062,37.815014945072384,"(-122.49285093045062, 37.815014945072384)",113364581355219
193107141,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,14:06,UNKNOWN,RED BARON,UNKNOWN,-122.43901860730848,37.795558343400714,"(-122.43901860730848, 37.795558343400714)",193107141355219
142906297,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,14:34,UNKNOWN,RED BARON,UNKNOWN,-122.42587869243734,37.80453224935252,"(-122.42587869243734, 37.80453224935252)",142906297355219
192841242,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,14:45,UNKNOWN,RED BARON,UNKNOWN,-122.43047083177883,37.77798093208146,"(-122.43047083177883, 37.77798093208146)",192841242355219
159837288,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,14:49,UNKNOWN,RED BARON,UNKNOWN,-122.44914840621206,37.81207032125116,"(-122.44914840621206, 37.81207032125116)",159837288355219
197369605,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,16:22,UNKNOWN,RED BARON,UNKNOWN,-122.39909181242815,37.78267851739542,"(-122.39909181242815, 37.78267851739542)",197369605355219
198705063,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,16:49,UNKNOWN,RED BARON,UNKNOWN,-122.39462373841906,37.804944493405344,"(-122.39462373841906, 37.804944493405344)",198705063355219
114022837,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/05/2011,20:00,UNKNOWN,NONE,UNKNOWN,-122.4379932391889,37.80853635904848,"(-122.4379932391889, 37.80853635904848)",114022837355219
139563874,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/06/2011,02:00,UNKNOWN,NONE,UNKNOWN,-122.28354584065818,37.81309406223799,"(-122.28354584065818, 37.81309406223799)",139563874355219
191864261,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/06/2011,14:22,UNKNOWN,RED BARON,UNKNOWN,-122.4568946770129,37.789156560058665,"(-122.4568946770129, 37.789156560058665)",191864261355219
120885268,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/06/2011,16:39,UNKNOWN,RED BARON,UNKNOWN,-122.438378987894,37.80248823526744,"(-122.438378987894, 37.80248823526744)",120885268355219
197336602,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,16:06,UNKNOWN,RED BARON,UNKNOWN,-122.45803144045271,37.80139002253459,"(-122.45803144045271, 37.80139002253459)",197336602355219
149411604,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,17:02,UNKNOWN,RED BARON,UNKNOWN,-122.45203778904738,37.81039622999711,"(-122.45203778904738, 37.81039622999711)",149411604355219
190451084,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,17:53,UNKNOWN,RED BARON,UNKNOWN,-122.45169371448887,37.795531332120895,"(-122.45169371448887, 37.795531332120895)",190451084355219
160743833,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,19:02,UNKNOWN,RED BARON,UNKNOWN,-122.40730603963729,37.78723027836032,"(-122.40730603963729, 37.78723027836032)",160743833355219
164240004,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,19:21,UNKNOWN,RED BARON,UNKNOWN,-122.41624743916537,37.81824998716892,"(-122.41624743916537, 37.81824998716892)",164240004355219
136207402,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,19:56,UNKNOWN,RED BARON,UNKNOWN,-122.42712227688514,37.78826372598228,"(-122.42712227688514, 37.78826372598228)",136207402355219
184797908,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/07/2011,20:36,UNKNOWN,RED BARON,UNKNOWN,-122.37795084768304,37.81803799053259,"(-122.37795084768304, 37.81803799053259)",184797908355219
107517826,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/08/2011,02:54,UNKNOWN,RED BARON,UNKNOWN,-122.51225821458291,37.774453797339795,"(-122.51225821458291, 37.774453797339795)",107517826355219
160585553,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/08/2011,04:38,UNKNOWN,RED BARON,UNKNOWN,-122.47045482115003,37.76801095548281,"(-122.47045482115003, 37.76801095548281)",160585553355219
193602569,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/08/2011,05:59,UNKNOWN,RED BARON,UNKNOWN,-122.4591394556074,37.814738350956304,"(-122.4591394556074, 37.814738350956304)",193602569355219
182482921,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/08/2011,07:36,UNKNOWN,RED BARON,UNKNOWN,-122.41945702099304,37.771545914465804,"(-122.41945702099304, 37.771545914465804)",182482921355219
144499262,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/09/2011,04:00,UNKNOWN,RED BARON,UNKNOWN,-122.50299933733007,37.80487466154878,"(-122.50299933733007, 37.80487466154878)",144499262355219
156428153,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/09/2011,06:52,UNKNOWN,RED BARON,UNKNOWN,-122.48472890738297,37.78547580888764,"(-122.48472890738297, 37.78547580888764)",156428153355219
102251520,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/09/2011,09:58,UNKNOWN,RED BARON,UNKNOWN,-122.41342741476332,37.77182921058915,"(-122.41342741476332, 37.77182921058915)",102251520355219
178058552,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/10/2011,06:00,UNKNOWN,NONE,UNKNOWN,-122.04898976073574,37.68589644234545,"(-122.04898976073574, 37.68589644234545)",178058552355219
173313923,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/10/2011,07:14,UNKNOWN,RED BARON,UNKNOWN,-122.49305718942539,37.777786569193935,"(-122.49305718942539, 37.777786569193935)",173313923355219
155383049,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/10/2011,12:56,UNKNOWN,RED BARON,UNKNOWN,-122.3847583906702,37.77864584542815,"(-122.3847583906702, 37.77864584542815)",155383049355219
175487901,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/10/2011,18:00,UNKNOWN,NONE,UNKNOWN,-122.2604360331602,37.7917354168465,"(-122.2604360331602, 37.7917354168465)",175487901355219
180101626,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/11/2011,09:49,UNKNOWN,RED BARON,UNKNOWN,-122.48895386919166,37.81645321174428,"(-122.48895386919166, 37.81645321174428)",180101626355219
180846224,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/11/2011,10:10,UNKNOWN,RED BARON,UNKNOWN,-122.4741376931405,37.81078264510631,"(-122.4741376931405, 37.81078264510631)",180846224355219
132492948,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/11/2011,11:03,UNKNOWN,RED BARON,UNKNOWN,-122.44049380345399,37.815205884782614,"(-122.44049380345399, 37.815205884782614)",132492948355219
165927159,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/11/2011,15:54,UNKNOWN,RED BARON,UNKNOWN,-122.38155959158203,37.80763054008932,"(-122.38155959158203, 37.80763054008932)",165927159355219
121402532,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/12/2011,13:00,UNKNOWN,RED BARON,UNKNOWN,-122.45349232124099,37.76821323848762,"(-122.45349232124099, 37.76821323848762)",121402532355219
150229873,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/12/2011,14:34,UNKNOWN,RED BARON,UNKNOWN,-122.4395200834869,37.79645430065977,"(-122.4395200834869, 37.79645430065977)",150229873355219
137849262,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/12/2011,15:00,UNKNOWN,NONE,UNKNOWN,-122.39575828865524,37.624251883178765,"(-122.39575828865524, 37.624251883178765)",137849262355219
193182490,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,01:00,UNKNOWN,NONE,UNKNOWN,-122.14726759956115,37.81279062269091,"(-122.14726759956115, 37.81279062269091)",193182490355219
104236032,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,06:00,UNKNOWN,NONE,UNKNOWN,-122.39373648565116,37.779072227975064,"(-122.39373648565116, 37.779072227975064)",104236032355219
121507432,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,13:16,UNKNOWN,RED BARON,UNKNOWN,-122.47941626989241,37.78263875147525,"(-122.47941626989241, 37.78263875147525)",121507432355219
198006302,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,13:52,UNKNOWN,RED BARON,UNKNOWN,-122.49058565169908,37.80072546459573,"(-122.49058565169908, 37.80072546459573)",198006302355219
127131295,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,14:09,UNKNOWN,RED BARON,UNKNOWN,-122.47861471721787,37.81742043749299,"(-122.47861471721787, 37.81742043749299)",127131295355219
172135392,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,15:28,UNKNOWN,RED BARON,UNKNOWN,-122.4529358934494,37.78542388351813,"(-122.4529358934494, 37.78542388351813)",172135392355219
117430941,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,15:30,UNKNOWN,RED BARON,UNKNOWN,-122.44408312604752,37.78815177461542,"(-122.44408312604752, 37.78815177461542)",117430941355219
113167855,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,17:20,UNKNOWN,RED BARON,UNKNOWN,-122.41201590407637,37.80117445843625,"(-122.41201590407637, 37.80117445843625)",113167855355219
122136969,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/13/2011,18:48,UNKNOWN,RED BARON,UNKNOWN,-122.40835881349768,37.78746815100417,"(-122.40835881349768, 37.78746815100417)",122136969355219
141567398,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/14/2011,02:00,UNKNOWN,NONE,UNKNOWN,-122.47033403780488,37.76390367813329,"(-122.47033403780488, 37.76390367813329)",141567398355219
126447919,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/14/2011,14:44,UNKNOWN,RED BARON,UNKNOWN,-122.50863292345885,37.81629061979037,"(-122.50863292345885, 37.81629061979037)",126447919355219
186425373,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/14/2011,16:13,UNKNOWN,RED BARON,UNKNOWN,-122.48649553754005,37.76719333388794,"(-122.48649553754005, 37.76719333388794)",186425373355219
173295559,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/14/2011,17:34,UNKNOWN,RED BARON,UNKNOWN,-122.46114317896748,37.78879440436786,"(-122.46114317896748, 37.78879440436786)",173295559355219
144800264,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/14/2011,19:12,UNKNOWN,RED BARON,UNKNOWN,-122.40431739939693,37.816693293563475,"(-122.40431739939693, 37.816693293563475)",144800264355219
133288702,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/14/2011,20:39,UNKNOWN,RED BARON,UNKNOWN,-122.40518169079898,37.79857800891092,"(-122.40518169079898, 37.79857800891092)",133288702355219
182612101,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/15/2011,03:48,UNKNOWN,RED BARON,UNKNOWN,-122.5082914815721,37.80005005694157,"(-122.5082914815721, 37.80005005694157)",182612101355219
176676682,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/15/2011,03:51,UNKNOWN,RED BARON,UNKNOWN,-122.50714895589614,37.79290851413388,"(-122.50714895589614, 37.79290851413388)",176676682355219
181899932,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/15/2011,04:23,UNKNOWN,RED BARON,UNKNOWN,-122.4716283169716,37.77502955479712,"(-122.4716283169716, 37.77502955479712)",181899932355219
108241844,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/15/2011,04:37,UNKNOWN,RED BARON,UNKNOWN,-122.47096584044898,37.805021837183844,"(-122.47096584044898, 37.805021837183844)",108241844355219
132129904,INDECENT EXPOSURE,SEE CATEGORY,Monday,08/15/2011,07:16,UNKNOWN,RED BARON,UNKNOWN,-122.42385292584792,37.77567512925393,"(-122.42385292584792, 37.77567512925393)",132129904355219
173127995,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/16/2011,07:55,UNKNOWN,RED BARON,UNKNOWN,-122.46032920047162,37.773742386839814,"(-122.46032920047162, 37.773742386839814)",173127995355219
108182234,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/16/2011,09:18,UNKNOWN,RED BARON,UNKNOWN,-122.4223000160913,37.79450664952092,"(-122.4223000160913, 37.79450664952092)",108182234355219
184761505,INDECENT EXPOSURE,SEE CATEGORY,Tuesday,08/16/2011,11:34,UNKNOWN,RED BARON,UNKNOWN,-122.38468944405466,37.78207913634748,"(-122.38468944405466, 37.78207913634748)",184761505355219
194969587,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/17/2011,07:41,UNKNOWN,RED BARON,UNKNOWN,-122.49273959900667,37.765230439216154,"(-122.49273959900667, 37.765230439216154)",194969587355219
185514081,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/17/2011,09:00,UNKNOWN,NONE,UNKNOWN,-122.24263355016197,37.791201397516886,"(-122.24263355016197, 37.791201397516886)",185514081355219
120260974,INDECENT EXPOSURE,SEE CATEGORY,Wednesday,08/17/2011,09:16,UNKNOWN,RED BARON,UNKNOWN,-122.45138832856242,37.80150116305775,"(-122.45138832856242, 37.80150116305775)",120260974355219
141643007,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,08:04,UNKNOWN,RED BARON,UNKNOWN,-122.50648427309555,37.77579738338895,"(-122.50648427309555, 37.77579738338895)",141643007355219
171422279,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,08:56,UNKNOWN,RED BARON,UNKNOWN,-122.51137647138296,37.78930458719526,"(-122.51137647138296, 37.78930458719526)",171422279355219
146971873,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,09:20,UNKNOWN,RED BARON,UNKNOWN,-122.49440092932882,37.77974771423935,"(-122.49440092932882, 37.77974771423935)",146971873355219
184458843,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,09:37,UNKNOWN,RED BARON,UNKNOWN,-122.5007863538853,37.80770354749606,"(-122.5007863538853, 37.80770354749606)",184458843355219
145427995,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,10:48,UNKNOWN,RED BARON,UNKNOWN,-122.47631429737714,37.77289474575505,"(-122.47631429737714, 37.77289474575505)",145427995355219
158161974,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,13:10,UNKNOWN,RED BARON,UNKNOWN,-122.41305466740427,37.81581813757903,"(-122.41305466740427, 37.81581813757903)",158161974355219
117752155,INDECENT EXPOSURE,SEE CATEGORY,Thursday,08/18/2011,13:34,UNKNOWN,RED BARON,UNKNOWN,-122.4264480102583,37.76409475212377,"(-122.4264480102583, 37.76409475212377)",117752155355219
185334332,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/19/2011,14:12,UNKNOWN,RED BARON,UNKNOWN,-122.43401021332592,37.773315426332374,"(-122.43401021332592, 37.773315426332374)",185334332355219
171731368,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/19/2011,14:17,UNKNOWN,RED BARON,UNKNOWN,-122.43135615289815,37.7868579892746,"(-122.43135615289815, 37.7868579892746)",171731368355219
113022166,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/19/2011,14:30,UNKNOWN,RED BARON,UNKNOWN,-122.42915589203847,37.803760027471874,"(-122.42915589203847, 37.803760027471874)",113022166355219
142672426,INDECENT EXPOSURE,SEE CATEGORY,Friday,08/19/2011,16:44,UNKNOWN,RED BARON,UNKNOWN,-122.39315057522805,37.78979532037113,"(-122.39315057522805, 37.78979532037113)",142672426355219
157642347,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,05:00,UNKNOWN,NONE,UNKNOWN,-122.38873873229566,37.769169928501995,"(-122.38873873229566, 37.769169928501995)",157642347355219
177925908,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,06:00,UNKNOWN,NONE,UNKNOWN,-122.08614432002278,37.73943993384645,"(-122.08614432002278, 37.73943993384645)",177925908355219
136538207,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,14:04,UNKNOWN,RED BARON,UNKNOWN,-122.48443949746853,37.81044422940758,"(-122.48443949746853, 37.81044422940758)",136538207355219
126125430,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,14:12,UNKNOWN,RED BARON,UNKNOWN,-122.46018656456198,37.774171914153335,"(-122.46018656456198, 37.774171914153335)",126125430355219
195819235,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,17:49,UNKNOWN,RED BARON,UNKNOWN,-122.40939863355045,37.80172970001339,"(-122.40939863355045, 37.80172970001339)",195819235355219
194945622,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,18:06,UNKNOWN,RED BARON,UNKNOWN,-122.38027373664194,37.79764996837861,"(-122.38027373664194, 37.79764996837861)",194945622355219
130800238,INDECENT EXPOSURE,SEE CATEGORY,Saturday,08/20/2011,18:41,UNKNOWN,RED BARON,UNKNOWN,-122.3950302112682,37.800566213511125,"(-122.3950302112682, 37.800566213511125)",130800238355219
150018251,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/21/2011,14:00,UNKNOWN,RED BARON,UNKNOWN,-122.51033838453071,37.765566682079694,"(-122.51033838453071, 37.765566682079694)",150018251355219
120576034,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/21/2011,15:34,UNKNOWN,RED BARON,UNKNOWN,-122.48842552270489,37.80639953268535,"(-122.48842552270489, 37.80639953268535)",120576034355219
178538995,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/21/2011,16:44,UNKNOWN,RED BARON,UNKNOWN,-122.47468772079019,37.795384376390494,"(-122.47468772079019, 37.795384376390494)",178538995355219
123863456,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/21/2011,17:23,UNKNOWN,RED BARON,UNKNOWN,-122.45833213166632,37.79705579402992,"(-122.45833213166632, 37.79705579402992)",123863456355219
156454472,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/21/2011,17:27,UNKNOWN,RED BARON,UNKNOWN,-122.43729997733256,37.789214901592096,"(-122.43729997733256, 37.789214901592096)",156454472355219
167979158,INDECENT EXPOSURE,SEE CATEGORY,Sunday,08/21/2011,21:14,UNKNOWN,RED BARON,UNKNOWN,-122.3763559539154,37.77758540351543,"(-122.3763559539154, 37.77758540351543)",167979158355219
